"Banque","Type","Longitude","Latitude"
"credit_agricole","cooperative",-0.500099,44.894897
"credit_agricole","cooperative",-1.043688,45.078541
"credit_agricole","cooperative",0.714482,44.186814
"credit_agricole","cooperative",0.089976,44.313862
"credit_agricole","cooperative",-1.184233,43.883962
"credit_agricole","cooperative",-0.044979,44.854035
"credit_agricole","cooperative",0.591865,44.651632
"credit_agricole","cooperative",-0.389645,45.100321
"credit_agricole","cooperative",-0.071723,43.934613
"credit_agricole","cooperative",-0.514055,44.862856
"credit_agricole","cooperative",-0.680092,44.739921
"credit_agricole","cooperative",-0.689019,44.780849
"credit_agricole","cooperative",0.378307,44.360107
"credit_agricole","cooperative",-0.128553,45.040984
"credit_agricole","cooperative",-0.120169,45.046258
"credit_agricole","cooperative",-0.346304,44.776284
"credit_agricole","cooperative",-0.260643,44.293677
"credit_agricole","cooperative",0.276771,44.289535
"credit_agricole","cooperative",-1.048257,43.711206
"credit_agricole","cooperative",-1.056758,43.710677
"credit_agricole","cooperative",-1.039779,43.708466
"credit_agricole","cooperative",-1.052469,43.709228
"credit_agricole","cooperative",0.184344,44.676462
"credit_agricole","cooperative",-0.377849,43.696341
"credit_agricole","cooperative",-0.63279,44.883656
"credit_agricole","cooperative",-0.527818,44.829857
"credit_agricole","cooperative",0.646324,44.23227
"credit_agricole","cooperative",0.428369,44.064139
"credit_agricole","cooperative",0.00932,43.984787
"credit_agricole","cooperative",-0.272303,44.991152
"credit_agricole","cooperative",-0.378185,43.640369
"credit_agricole","cooperative",0.07178,44.805731
"credit_agricole","cooperative",-0.18224,44.665297
"credit_agricole","cooperative",-0.633909,44.773477
"credit_agricole","cooperative",-0.633909,44.773477
"credit_agricole","cooperative",-0.61314,44.774129
"credit_agricole","cooperative",-0.428344,43.772516
"credit_agricole","cooperative",-0.186428,45.040485
"credit_agricole","cooperative",-1.062625,44.638929
"credit_agricole","cooperative",-1.114555,44.639702
"credit_agricole","cooperative",-0.930805,43.570841
"credit_agricole","cooperative",-0.59347,43.655478
"credit_agricole","cooperative",-0.607036,43.644797
"credit_agricole","cooperative",-0.927331,43.701796
"credit_agricole","cooperative",-1.057321,45.185395
"credit_agricole","cooperative",-0.033942,44.5831
"credit_agricole","cooperative",-1.425446,43.593386
"credit_agricole","cooperative",-0.91931,44.21302
"credit_agricole","cooperative",-0.545723,44.098825
"credit_agricole","cooperative",-1.198895,45.000851
"credit_agricole","cooperative",-1.080233,44.981666
"credit_agricole","cooperative",-0.39608,44.713269
"credit_agricole","cooperative",-0.257766,44.542696
"credit_agricole","cooperative",-0.248487,44.553558
"credit_agricole","cooperative",-0.496429,44.784012
"credit_agricole","cooperative",0.460864,44.629497
"credit_agricole","cooperative",0.296612,44.178853
"credit_agricole","cooperative",0.660414,44.133287
"credit_agricole","cooperative",-0.769384,44.607639
"credit_agricole","cooperative",-0.599917,44.863666
"credit_agricole","cooperative",-0.580239,44.864313
"credit_agricole","cooperative",-0.678886,44.874129
"credit_agricole","cooperative",0.215664,44.410838
"credit_agricole","cooperative",0.606998,44.194707
"credit_agricole","cooperative",0.590914,44.19203
"credit_agricole","cooperative",-0.628716,44.958397
"credit_agricole","cooperative",-0.668308,44.905836
"credit_agricole","cooperative",-1.241952,44.65317
"credit_agricole","cooperative",-0.6008,44.731984
"credit_agricole","cooperative",-1.302354,43.872607
"credit_agricole","cooperative",-0.239633,44.928382
"credit_agricole","cooperative",-0.238181,44.931572
"credit_agricole","cooperative",-0.219131,44.899579
"credit_agricole","cooperative",-0.239954,44.91579
"credit_agricole","cooperative",-0.226649,44.921325
"credit_agricole","cooperative",-0.224988,44.904523
"credit_agricole","cooperative",-0.238181,44.931572
"credit_agricole","cooperative",-1.248126,44.034021
"credit_agricole","cooperative",-0.096636,44.94963
