"Banque","Type","Adresse","Longitude","Latitude"
"Société Générale","Lucrative","26 B AV CDT LISIACK17440 AYTRE",-1.127217,46.137275
"Société Générale","Lucrative","109-111 BD DE LA REPUBLIQUE17340 CHATELAILLON PLAGE",-1.091209,46.075898
"Société Générale","Lucrative","12 RUE DU PALAIS17000 LA ROCHELLE",-1.153754,46.159531
"Société Générale","Lucrative","12 RUE DU PALAIS17000 LA ROCHELLE",-1.153754,46.159531
"Société Générale","Lucrative","48 AV JEAN MONNET17000 LA ROCHELLE",-1.152458,46.146489
"Société Générale","Lucrative","125 BD ANDRE SAUTEL17000 LA ROCHELLE",-1.128824,46.169419
"Société Générale","Lucrative","AV DU FIEF ROSE17140 LAGORD",-1.16717,46.17544
"Société Générale","Lucrative","PL GAL DE GAULLE17480 CHATEAU D'OLERON",-1.198291,45.887801
"Société Générale","Lucrative","7 RUE PASTEUR17800 PONS",-1.092494,48.578329
"Société Générale","Lucrative","28 B RUE DE PUYRAVAULT17300 ROCHEFORT",-0.962258,45.937186
"Société Générale","Lucrative","3 FRONT DE MER17200 ROYAN",-1.027983,45.623682
"Société Générale","Lucrative","5 PL ANDRE LEMOYNE17400 ST-JEAN-D'ANGELY",-0.52326,45.945589
"Société Générale","Lucrative","RTE DE LA FLOTTE17410 SAINT MARTIN DE RE",-1.357191,46.198618
"Société Générale","Lucrative","44 CRS NATIONAL17100 SAINTES",5.027045,43.409732
"Société Générale","Lucrative","28 B PL GEN DE GAULLE17600 SAUJON",-0.92427,45.675766
"Société Générale","Lucrative","16 PL DE L'EUROPE17700 SURGERES",-0.751821,46.106713
"Société Générale","Lucrative","124 AV MARCEL HAEGELEN18000 BOURGES",2.376452,47.070158
"Société Générale","Lucrative","24A RUE DU COMMERCE18000 BOURGES",2.394059,47.085536
"Société Générale","Lucrative","24B RUE DU COMMERCE18000 BOURGES",2.394059,47.085536
"Société Générale","Lucrative","163 RUE JEANNE D'ARC18500 MEHUN-SUR-YEVRE",2.218793,47.145059
"Société Générale","Lucrative","7 RUE BENJAMIN CONSTANT18200 ST AMAND MONTROND",2.504535,46.72121
"Société Générale","Lucrative","4 PL HOTEL DE VILLE18230 ST-DOULCHARD",2.372931,47.099661
"Société Générale","Lucrative","21 AV G. DORDAIN18400 ST FLORENT/CHER",2.248284,46.993638
"Société Générale","Lucrative","14 RUE REPUBLIQUE18100 VIERZON",2.065745,47.219468
"Société Générale","Lucrative","1 AV JEAN JAURES19100 BRIVE-LA-GAILLARDE",1.530172,45.154595
"Société Générale","Lucrative","AV CYPRIEN FAURIE19100 BRIVE LA GAILLARDE",1.481023,45.151419
"Société Générale","Lucrative","1 AV JEAN JAURES19100 BRIVE LA GAILLARDE",1.530172,45.154595
"Société Générale","Lucrative","15 AV PIERRE ET MARIE CURIE19360 MALEMORT-SUR-CORREZE",1.559228,45.168793
"Société Générale","Lucrative","1 PL DU 11 NOVEMBRE19130 OBJAT",1.409502,45.262853
"Société Générale","Lucrative","21 QU A.DE CHAMMARD19000 TULLE",1.771871,45.266867
"Société Générale","Lucrative","3 AV MARMONTEL19200 USSEL",2.310332,45.546215
"Société Générale","Lucrative","4 RUE SERGENT CASALONGA20000 AJACCIO",8.735788,41.920199
"Société Générale","Lucrative","111 CRS NAPOLEON20090 AJACCIO",8.79405,41.919322
"Société Générale","Lucrative","4 RUE SERGENT CASALONGA20000 AJACCIO",8.735788,41.920199
"Société Générale","Lucrative","24 CRS LUCIEN BONAPARTE20000 AJACCIO",8.723236,41.91236
"Société Générale","Lucrative","38 RUE SAINT ERASME20169 BONIFACIO",9.161405,41.388195
"Société Générale","Lucrative","LES MARINES II20166 PORTICCIO",8.806487,41.887884
"Société Générale","Lucrative","LES QUATRE CHEMINS20137 PORTO-VECCHIO",9.271005,41.589184
"Société Générale","Lucrative","6 AV DES PECHEURS20110 PROPRIANO",8.903593,41.675934
"Société Générale","Lucrative","RTE NATIONALE 19420167 SARROLA CARCOPINO",8.803111,41.955323
"Société Générale","Lucrative","1 RUE DU JUGE FALCONE20200 BASTIA",9.44135,42.703786
"Société Générale","Lucrative","1 RUE DU JUGE FALCONE20200 BASTIA",9.44135,42.703786
"Société Générale","Lucrative","1 RUE DU JUGE FALCONE20200 BASTIA",9.44135,42.703786
"Société Générale","Lucrative","RTE NATIONALE 19320600 BASTIA",9.443958,42.681727
"Société Générale","Lucrative","PL SAINT-NICOLAS20200 BASTIA",9.45099,42.700426
"Société Générale","Lucrative","AV DE BORGO20290 BORGO",9.441502,42.559637
"Société Générale","Lucrative","AVENUE CHRISTOPHE COLOMB20260 CALVI",1.863804,50.961579
"Société Générale","Lucrative","24 CRS PAOLI20250 CORTE",6.692784,47.451835
"Société Générale","Lucrative","RTE NATIONALE 19320600 FURIANI",9.434325,42.66049
"Société Générale","Lucrative","198 ROUTE NATIONALE20240 GHISONACCIA",9.407846,42.067712
"Société Générale","Lucrative","AV PICCIONI20220 L'ILE-ROUSSE",8.938354,42.633413
"Société Générale","Lucrative","PL DU MONUMENT20217 ST FLORENT",9.300337,42.681326
"Société Générale","Lucrative","RESIDENCE SAN NICOLAO20230 MORIANI-PLAGE",9.525175,42.374108
"Société Générale","Lucrative","3 RUE COLONEL REDOUTEY21130 AUXONNE",5.390249,47.192216
